Defect ID,Status,Summary,Severity,Detected on Date,Environment,Incident Type,Modified,Closing Date,Root Cause
311,Closed,[TM3_Migration] : Migration process did not populate payment table,2,8/12/2015,Development,Defect,27/12/2015 16:53,27/12/2015,Coding Issue
312,Closed,[TM3_Migration] : DOB not populated in some cases,2,8/12/2015,Development,Defect,27/12/2015 16:53,27/12/2015,Coding Issue
313,Closed,[TM3_Migration] : Migration process did not populate PolicyBenefit table,2,8/12/2015,Development,Defect,13/1/2016 22:26,14/1/2016,Coding Issue
314,Open,[TM3_Q&I] : Watch List - Issue with Re-launch,2,8/12/2015,Test/SIT,Watch List,10/1/2016 20:24,,
315,Closed,[TM3_Migration] : Policies from 2011 are not being migrated,2,8/12/2015,Development,Defect,27/12/2015 16:58,27/12/2015,Coding Issue
316,Closed,[TM3_Migration] : Premium adjustment instance table not populated by migration?,2,8/12/2015,Development,Defect,18/1/2016 11:38,18/1/2016,Coding Issue
317,Closed,"[TM3_Migration] : No ""Update"" in audit table(s) for migrated policies?",2,8/12/2015,Development,Defect,27/12/2015 16:59,27/12/2015,Coding Issue
318,Closed,[TM3_Q&I_Copy] Age Error 1 prefix is getting displayed with Age related error messages,4,8/12/2015,Test/SIT,Defect,21/1/2016 13:47,21/1/2016,Coding Issue
319,Closed,"[TM3_Q&I] The quote [Step2] Page is not displayed for Students plan.On clicking on 'Get a quote' The system displays an error message""Start of Coverage must be within 30 days of the Education Start Date.""",2,9/12/2015,Test/SIT,Defect,15/12/2015 4:56,15/12/2015,Requirement Issue - Ambiguous/Unclear Requirement
320,Closed,[TM3_Q&I] : Step 4 After PCI,1,9/12/2015,Test/SIT,Defect,23/12/2015 4:32,23/12/2015,Coding Issue
321,Closed,[TM3_PI&C_Module ] : Requirement Defect - Popup Button labels are not matching with Specification document,4,9/12/2015,Test/SIT,Defect,28/12/2015 5:17,28/12/2015,Requirement Issue - Ambiguous/Unclear Requirement
322,Open,[TM3_PI&C] : Error message is not showing as mentioned in Specification doc while Cancelling a Void Policy in TRIP Application,3,9/12/2015,Test/SIT,Defect,21/1/2016 8:35,,
323,Closed,[TM3_Q&I] Premium - Smokers Surcharge is being added to non-medical portion of STAI plan,2,9/12/2015,Test/SIT,Defect,23/12/2015 1:43,23/12/2015,Build & Configuration Related Issue
324,Closed,[TM3_Q&I] Premium Amount is Not correct for OCM - Single Trip Emergency Medical Plan,2,9/12/2015,Test/SIT,Defect,13/12/2015 22:36,14/12/2015,Build & Configuration Related Issue
325,Closed,[TM3_Q&I] Premium error in OCM- Single Trip All Inclusive Plan,2,9/12/2015,Test/SIT,Defect,14/12/2015 1:37,14/12/2015,Coding Issue
326,Closed,"[TM3_PI&C_Module] : Getting ""Workflow Action Failed to Trigger Flow"" while changing ""Canadian Arrival Date"" details in Opportunity Extension Details.",2,9/12/2015,Test/SIT,Defect,6/1/2016 17:11,15/12/2015,Coding Issue
327,Closed,[TM3_Q&I] Step 2 - Benefits/Features are not properly displaying for the plan VTC,3,9/12/2015,Test/SIT,Defect,28/12/2015 22:17,29/12/2015,Build & Configuration Related Issue
328,Duplicate,[TM3_Q&I_UX] Quote progress bar steps are displaying incorrectly in the plan selection page,3,9/12/2015,Test/SIT,Defect,10/12/2015 21:52,9/12/2015,Testing Issue - User Error
329,Closed,[TM3_Q&I] Step 2 - The traveller options are getting overlapped when a family coverage is selected for VTC plan.,4,9/12/2015,Test/SIT,Defect,15/12/2015 21:17,16/12/2015,Build & Configuration Related Issue
330,Closed,[TM3_Q&I_UX] Step 2 - The coverage amount dropdown in (step2) screen is getting trimmed and the dropdown does not display the entire amount.The last digits are getting trimmed.,4,9/12/2015,Test/SIT,Defect,15/12/2015 2:06,15/12/2015,Coding Issue
331,Closed,[TM3_Q&I] Premium calculation error in OCM Single Trip Travel Canada Emergency Medical,2,9/12/2015,Test/SIT,Defect,14/12/2015 1:54,14/12/2015,Coding Issue
332,Open,[TM3_Q&I_Browser] : Step 6 - Password window is hidden behind empty Policy Confirmation page when clicked on Policy Number in Thank You page (Step 6),3,9/12/2015,Test/SIT,Defect,13/1/2016 0:41,,
333,Open,[TM3_Q&I_Browser] : Step 6 - Policy Confirmation password window shows password as characters (password is not masked) when opened from Thank You page,4,9/12/2015,Test/SIT,Defect,7/1/2016 3:47,,
334,Rejected,"[TM3_Q&I] : Need a sentence to replace ""Start Date of Coverage must be within 30 days prior to Education Start Date""",3,9/12/2015,Test/SIT,Watch List,23/12/2015 21:47,24/12/2015,Existing Production Issue
335,Closed,[TM3_Q&I] : Date time issues with data in service interface and TRIP database,1,9/12/2015,Test/SIT,Defect,27/12/2015 21:18,28/12/2015,Requirement Issue - Change in Requirement
336,Closed,"[TM3_Q&I_UX] Step 3 - Clarification: 'OK' button is not available in ""Ready to apply"" step under 'Privacy Information' section",4,9/12/2015,Test/SIT,Defect,23/12/2015 22:45,24/12/2015,Requirement Issue - Change in Requirement
337,Closed,[TM3_Q&I] Step 2 - Benefits/Features are not properly displaying for the Students plan,3,10/12/2015,Test/SIT,Defect,4/1/2016 2:33,14/12/2015,Build & Configuration Related Issue
338,Closed,[TM3_Q&I] Step 4 - Clarification: Issue with the 'Departure' field in Applicant Information page,3,9/12/2015,Test/SIT,Defect,30/12/2015 2:26,30/12/2015,Requirement Issue - Ambiguous/Unclear Requirement
339,Closed,[TM3_Q&I] Step 4 - Issue with the 'Destination' field in 'Applicant Information' page,3,10/12/2015,Test/SIT,Defect,14/12/2015 1:39,14/12/2015,Build & Configuration Related Issue
340,Closed,[TM3_Accounting_Module] : SuspenseTagTypeID is showing NULL Value for Manual Accounting Entry for Manual Accounting Entries in TRIP DB,2,10/12/2015,Test/SIT,Defect,13/1/2016 8:40,13/1/2016,Design Issue
341,Closed,[TM3_Q&I] Step 3 - The traveller coverage type is not getting displayed in the traveller details section in the selected plan(s) recap(Step3) page,3,10/12/2015,Test/SIT,Defect,12/1/2016 23:10,13/1/2016,Build & Configuration Related Issue
342,Reopen,[TM3_Q&I_UX] Step 4 - Issue with the mandatory fields in the 'Applicant Info' page,3,10/12/2015,Test/SIT,Defect,13/1/2016 4:52,13/1/2016,Coding Issue
343,Closed,"[TM3_ACCT_Module] : ""Currency"" field found in Accounting Transaction Edit page .but not mentioned in Specification doc",3,10/12/2015,Test/SIT,Defect,23/12/2015 21:55,24/12/2015,Build & Configuration Related Issue
344,Closed,[TM3_Q&I] Step 5 - In the Final Recap page the link to the PDF Policy brochure is not displayed at the end of Information Verification section.,3,10/12/2015,Test/SIT,Defect,12/1/2016 23:30,13/1/2016,Coding Issue
345,Closed,[TM3_Q&I] Step 5 - The 'Relationship' field is not getting displayed for Traveller Details-Family section in the Final Recap page,4,10/12/2015,Test/SIT,Defect,15/12/2015 21:18,16/12/2015,Build & Configuration Related Issue
346,Open,[TM3_Q&I] : Step 5 -  'Your declaration' section of the Medical questionnaire is displayed for Trip Cancellation/Interruption plan in the 'Final Recap' page,3,10/12/2015,Test/SIT,Defect,19/1/2016 19:44,,
347,Closed,[TM3_Q&I_UX] Step 5 - In the 'Final Recap' page after selecting one 'Information verification' checkbox an error message is getting displayed,4,10/12/2015,Test/SIT,Defect,13/1/2016 23:11,14/1/2016,Coding Issue
348,Fixed,"[TM3_PI&C] : User receives  ""OnClick"" javascript error message while clicking on Policy Change button",3,10/12/2015,Test/SIT,Defect,21/1/2016 18:39,14/1/2016,Coding Issue
349,Open,[TM3_Q&I_UX] Sep 5 - In The 'Final Recap' page there is no 'Payment section' present from where user can edit and navigate to the Apply payment page,3,10/12/2015,Test/SIT,Defect,12/1/2016 20:24,,
350,Closed,[TM3_Q&I_Copy] Step 4 - PCI - Error messages are not properly displaying in the PCI payment page when fields are left blank,3,10/12/2015,Test/SIT,Defect,14/1/2016 12:22,14/1/2016,Environment Issue
351,Open,[TM3_Q&I_UX] Step 4 - PCI - Look and feel is not proper in the PCI payment page,4,10/12/2015,Test/SIT,Defect,13/1/2016 23:55,,
352,Open,[TM3_Q&I] - Step 2 - Missed Requirement (2016 MFTI Relaunch),2,10/12/2015,Development,Defect,19/1/2016 4:18,,
353,Reopen,[TM3_Accounting] Batch - multiple issues with data under GLLawsonDetails.AccountingEntity,2,10/12/2015,Test/SIT,Defect,19/1/2016 4:42,30/12/2015,Coding Issue
354,Closed,[TM3_Accounting Batch] Value for GLLawsonDetails.System is incorrect,2,10/12/2015,Development,Defect,30/12/2015 1:16,30/12/2015,Environment Issue
355,Closed,[TM3 Accounting Batch] GLLawsonDetails.Description is not correct,2,10/12/2015,Development,Defect,7/1/2016 1:50,7/1/2016,Coding Issue
356,Closed,[TM3 Accounting Batch] GLLawsonDetails.RES not in correct format,2,10/12/2015,Development,Defect,30/12/2015 2:19,30/12/2015,Coding Issue
357,Closed,[TM3 Accounting Batch] GLLawsonDetails.REPORT not in correct format,2,10/12/2015,Development,Defect,30/12/2015 3:30,30/12/2015,Coding Issue
358,Closed,[Q&I] Develop Web Analytics for the CoverMe Travel Website,3,10/12/2015,Development,Defect,13/1/2016 12:21,13/1/2016,Build & Configuration Related Issue
359,Open,[Overall] Salesforce Code Coverage,3,10/12/2015,Development,Defect,29/12/2015 0:40,,
360,Duplicate,[Q&I] Fix User Interface Issues,3,10/12/2015,Development,Defect,6/1/2016 21:02,7/1/2016,Coding Issue
361,Closed,[Q&I] Add Payment Failure Handling,2,10/12/2015,Development,Defect,13/1/2016 12:48,13/1/2016,Design Issue
362,Closed,[Q&I] Develop French Support,2,10/12/2015,Development,Defect,13/1/2016 12:48,13/1/2016,Design Issue
363,Open,[Q&I] Payload Issue - Issuing Policy with max companions,2,10/12/2015,Development,Defect,17/1/2016 9:17,,
364,Closed,[Q&I] Orchestra Caching Issue,2,10/12/2015,Development,Defect,6/1/2016 14:02,6/1/2016,Coding Issue
365,Closed,[Q&I] Menu Bar not showing on Live Site,1,10/12/2015,Development,Defect,6/1/2016 21:47,7/1/2016,Coding Issue
366,Open,[TM3_Migration] Data Loader Script to load data from TRIP DB to SFDC,2,10/12/2015,Development,Defect,12/1/2016 18:49,,
367,Open,[MIS] Load Data from Operation DB to TRIP DB,2,10/12/2015,Development,Defect,30/12/2015 2:06,,
368,Open,[Navigation] - CoverMe Website & Domino Links,2,10/12/2015,Development,Defect,6/1/2016 16:33,,
369,Open,"[SSO &UP] - SSO, federation and User Provisioning Support build",2,10/12/2015,Development,Defect,7/1/2016 3:04,,
370,Closed,[TM3_Confirmations] : Functionality fixes to support STP correspondence,2,10/12/2015,Development,Defect,21/1/2016 14:12,21/1/2016,Coding Issue
371,Closed,"[TM3_PI&C_Module] : Received JavaScript Error Message while user clicks on ""Reinstate"" button",2,11/12/2015,Test/SIT,Defect,20/12/2015 23:10,21/12/2015,Coding Issue
372,Closed,[TM3_Q&I] Premiums are not being displayed for any of the plans - not able to proceed beyond Step 2.,1,11/12/2015,Test/SIT,Defect,12/12/2015 20:31,12/12/2015,Build & Configuration Related Issue
373,Closed,[TM3_PI&C_Module] : In the global search result two extra section is getting displayed-Contracts and Oppurtunities,4,11/12/2015,Test/SIT,Defect,23/12/2015 22:52,24/12/2015,Requirement Issue - Ambiguous/Unclear Requirement
374,Closed,"[TM3_Q&I] Step 1 - Duration showed as 1 day if ""Coverage End Date"" is filled before ""Coverage Start Date.""- Need clarification on expected behavior",4,11/12/2015,Test/SIT,Defect,12/1/2016 22:41,13/1/2016,Coding Issue
375,Closed,[TM3_PI&C_Module_UX] : Field name mismatch in the 'Contacts' section of search result after global search,4,11/12/2015,Test/SIT,Defect,24/12/2015 1:57,24/12/2015,Requirement Issue - Ambiguous/Unclear Requirement
376,Closed,"[TM3_PI&C_Module_Search] : Clarification: User is not able to search asset using various fields like contact Fname/Lname, Postal code, credit card holder name etc",4,11/12/2015,Test/SIT,Watch List,27/12/2015 22:30,28/12/2015,Requirement Issue - Ambiguous/Unclear Requirement
377,Closed,[TM3_PI&C_Module] : In the 'Contacts' section sorting on the column heading 'Contact Owner Alias' is not working properly,4,11/12/2015,Test/SIT,Defect,30/12/2015 3:26,30/12/2015,Environment Issue
378,Closed,[TM3_PI&C_Module_UX] : 'Email' hyperlink is not clickable in the 'Contacts' section,4,11/12/2015,Test/SIT,Defect,6/1/2016 21:41,7/1/2016,Environment Issue
379,Closed,[TM3_PI&C_Module_Age] The system displays an error message when age is equal to 30 days for single trip travel canada emergency medical plan.[PC01-FR706],3,11/12/2015,Test/SIT,Defect,20/12/2015 22:32,21/12/2015,Coding Issue
380,Closed,"[TM3_PI&C_Module_Cancel_Policy] : Upon clicking On/Off Hold button , System is showing error message for Cancelled Policy",3,11/12/2015,Test/SIT,Defect,4/1/2016 6:30,4/1/2016,Coding Issue
381,Closed,[TM3_Q&I_COPY] Step 1 - Number of dependent question is not displayed for EMTU Family coverage.,3,11/12/2015,Test/SIT,Defect,17/1/2016 23:36,18/1/2016,Build & Configuration Related Issue
382,Closed,[TM3_PI&C_Module] : In the 'Contact search Details' upon clicking 'Contact Owner Alias' system is not navigating to 'Contact Owner' details page,3,11/12/2015,Test/SIT,Defect,20/12/2015 22:59,21/12/2015,Environment Issue
383,Closed,[TM3_Q&I] Step 2 - Premium Amount is Not being calculated for Trip Amount $0 in Trip Cancellation/Interruption plan,3,11/12/2015,Test/SIT,Defect,21/1/2016 7:43,21/1/2016,Coding Issue
384,Reopen,[TM3_Q&I_UX] - Header - Text size icon above the Quote progress bar are not working,4,11/12/2015,Test/SIT,Defect,12/1/2016 23:11,,Build & Configuration Related Issue
385,Closed,[TM3_Q&I] : SalesChannelType is missing on the Policy,2,11/12/2015,Test/SIT,Defect,5/1/2016 12:50,5/1/2016,Requirement Issue - Change in Requirement
386,Closed,[TM3_Q&I_UX] Header - Email icon is not working above the quote progress bar,4,11/12/2015,Test/SIT,Defect,12/1/2016 23:30,13/1/2016,Environment Issue
387,Duplicate,[TM3_Q&I] Not able to proceed to quote comparison page for multi trip duration 60,2,11/12/2015,Test/SIT,Defect,11/12/2015 14:19,11/12/2015,Testing Issue - User Error
388,Closed,[TM3_Q&I] Maximum Trip Amount limit for Trip Cancellation/Interruption plan,4,11/12/2015,Test/SIT,Watch List,24/12/2015 2:00,24/12/2015,Build & Configuration Related Issue
389,Closed,"[TM3_PI&C_Module] : No ""Add Insured""/""Remove Insured"" button exists in QAT",2,11/12/2015,Test/SIT,Defect,28/12/2015 23:30,29/12/2015,Build & Configuration Related Issue
390,Closed,[TM3_PI&C_Module] : Wrong error message is getting displayed while populating <Canadian Arrival Date> for OCM Plans,3,11/12/2015,Test/SIT,Defect,20/12/2015 23:47,21/12/2015,Coding Issue
391,Closed,[TM3_PI&C] The system displays an error message when age is equal to 30 days for VTC and STUDENTS Plan[PC01-FR706],3,11/12/2015,Test/SIT,Defect,18/1/2016 11:36,18/1/2016,Coding Issue
392,Closed,"[TM3_PI&C_Module] : Canadian Arrival Date field is displaying as ""Blank"" in Salesforce,though Data can be found in TRIP DB",2,11/12/2015,Test/SIT,Defect,15/12/2015 2:36,15/12/2015,Coding Issue
393,Closed,[TM3_PI&C_Module] : User is not able to Edit Deductible field for any selected Opportunity in TRIP Application,2,11/12/2015,Test/SIT,Defect,15/12/2015 4:44,15/12/2015,Design Issue
394,Open,[TM3_Q&I_UX] Step 2 - Plan selector not checked when Plan Selection used on Step 1,4,12/12/2015,Test/SIT,Defect,16/1/2016 16:27,,
395,Closed,"[TM3_PI&C_Module] : See Description for the issues reported for ""Multi Trip Duration"" and ""Trip Duration"" fields",2,12/12/2015,Test/SIT,Defect,21/12/2015 2:56,21/12/2015,Coding Issue
396,Closed,[TM3_Q&I] Step 4 - Additional Issues,2,12/12/2015,Test/SIT,Defect,30/12/2015 11:24,30/12/2015,Coding Issue
397,Ready to Retest,[TM3_Q&I] Application date and client offset info and WODM calls,2,12/12/2015,Test/SIT,Defect,21/1/2016 22:08,,Design Issue
398,Closed,[TM3_Correspondence] : Policy PDF urls are missing from e-mail generated during policy issue process,3,12/12/2015,Test/SIT,Defect,31/12/2015 11:15,31/12/2015,Build & Configuration Related Issue
399,Closed,"[TM3_PI&C_Module] : No error message found where User select Coverage Amount = 150,000 and Traveler Age > 69",3,14/12/2015,Test/SIT,Defect,23/12/2015 7:53,23/12/2015,Coding Issue
400,Closed,"[TM3_PI&C_Module] : Requirement Issue: System is not showing error message while populating  Coverage End Date field for ""Traveling Canadian/ Multi""",3,14/12/2015,Test/SIT,Defect,10/1/2016 22:12,11/1/2016,Coding Issue
401,Closed,[TM3_Q&I] Step 2 - Medical Questionnaire not showing up for Emergency Medical top Up plan.,2,14/12/2015,Test/SIT,Defect,23/12/2015 2:17,23/12/2015,Requirement Issue - Ambiguous/Unclear Requirement
402,Closed,[TM3_Confirmation] : Bounceback benefit column displayed for TRIP family policies,3,14/12/2015,Test/SIT,Defect,31/12/2015 12:11,31/12/2015,Coding Issue
403,Ready to Retest,"[TM3_Q&I] : Step 2 - Upon clicking on Next button, System is showing 2 error message pop up where Plan = ?Travelling Canadian\ Single Trip? and Traveler Age > 59",2,14/12/2015,Test/SIT,Defect,20/1/2016 22:00,,Requirement Issue - Change in Requirement
404,Rejected,[TM3_Q&I_Module] : STAI confirmation - premium not correct,3,14/12/2015,Test/SIT,Defect,12/1/2016 21:47,13/1/2016,Environment Issue
405,Closed,"[TM3_Q&I_Confirmations] : All confirmations - CoverMe logo should be with TM, not ?",3,14/12/2015,Test/SIT,Defect,23/12/2015 22:20,24/12/2015,Coding Issue
406,Closed,"[TM3_Q&I_Confirmations] : STAI, STTCEM & TC confirmation - missing Destination & Departure",3,14/12/2015,Test/SIT,Defect,29/12/2015 11:29,29/12/2015,Coding Issue
407,Closed,[TM3_Q&I_Confirmations] : All confirmations - missing Policy Number,3,14/12/2015,Test/SIT,Defect,23/12/2015 22:21,24/12/2015,Build & Configuration Related Issue
408,Closed,[TM3_PI&C] : Destination Location is Missing From the Asset Extention Screen,3,14/12/2015,Test/SIT,Defect,21/12/2015 3:34,21/12/2015,Build & Configuration Related Issue
409,Closed,[TM3_PI&C] :  Cover Letter Option 'None' is no Longer Avail in QAT,3,14/12/2015,Test/SIT,Defect,17/12/2015 12:14,17/12/2015,Requirement Issue - Change in Requirement
410,Closed,[TM3 Issuance confirmation] - Trip Cancellation - missing Departure Date data,3,14/12/2015,Test/SIT,Defect,23/12/2015 22:09,24/12/2015,Coding Issue
411,Closed,[TM3 Issuance confirmation] - Trip Cancellation - Total Number of Coverage Days not correct,3,14/12/2015,Test/SIT,Defect,23/12/2015 22:21,24/12/2015,Coding Issue
412,Closed,[TM3_PI&C] User is able to change the Coverage Start Date where System Date > Coverage Start Date,3,15/12/2015,Test/SIT,Defect,20/12/2015 22:51,21/12/2015,Build & Configuration Related Issue
413,Closed,[TM3_Q&I] No premium is populated when policy is purchased from 'Create New Application' link in 'Thank You' page.,3,15/12/2015,Test/SIT,Defect,28/12/2015 2:50,28/12/2015,Coding Issue
414,Open,[TM3_PI&C] : Screen name is not displaying properly when user clicks on the hyperlink <Benefit Offering Detail  Name> in the 'Benefit Offering Details' section,4,15/12/2015,Test/SIT,Defect,21/1/2016 9:21,,
415,Closed,[TM3_Q&I] Step 6 - All values in the table of Thank You page not hyperlinked.,4,15/12/2015,Test/SIT,Defect,17/12/2015 21:26,18/12/2015,Requirement Issue - Change in Requirement
416,Closed,[TM3 PI&C] User is able to delete coverage start date and save the changes,2,15/12/2015,Test/SIT,Defect,21/12/2015 3:38,21/12/2015,Build & Configuration Related Issue
417,Open,[TM3_PI&C] : Field level issue in the 'Asset Details' screen,4,15/12/2015,Test/SIT,Defect,21/1/2016 9:42,,Requirement Issue - Ambiguous/Unclear Requirement
418,Closed,"[TM3 PI&C] User is able to change coverage end date,trip duration>365 and save the changes",2,15/12/2015,Test/SIT,Defect,23/12/2015 4:32,23/12/2015,Coding Issue
419,Open,[TM3_PI&C] : After changing a policy when the user clicks on the 'Commit' button without adding payment system throws unexpected error message,3,15/12/2015,Test/SIT,Defect,21/1/2016 9:54,,
420,Closed,[TM3_PI&C] User is able to change the Deductible where System Date > Coverage Start Date,3,15/12/2015,Test/SIT,Defect,12/1/2016 14:34,12/1/2016,Build & Configuration Related Issue
421,Closed,[TM3_Q&I_Premium] Less Travel Canada Savings being shown for STAI plan.,2,15/12/2015,Test/SIT,Defect,20/12/2015 20:49,21/12/2015,Requirement Issue - Ambiguous/Unclear Requirement
422,Closed,[TM3_PI&C_Module] : In the 'Benefit Offering Detail' screen value for 'Asset Contact Role' field is not displaying,4,15/12/2015,Test/SIT,Defect,21/12/2015 22:57,22/12/2015,Requirement Issue - Change in Requirement
423,Closed,[TM3_PI&C_Premium Amount] Premium amount is not as expected after changing the policy details,2,16/12/2015,Test/SIT,Defect,20/12/2015 23:14,21/12/2015,Coding Issue
424,Open,[TM3_PI&C] : Field name and field value mismatch in the 'Benefit Offering Detail' screen,3,15/12/2015,Test/SIT,Defect,21/1/2016 12:16,,
425,Closed,"[TM3_PI&C_Module] : System is showing SOQL error message for ""Canadian Arrival Date"" where Product = Student Plan ? Outbound Student",3,16/12/2015,Test/SIT,Defect,22/12/2015 23:46,23/12/2015,Coding Issue
426,Closed,[TM3_PI&C] User is not able to Change Education End Date for Student Plans,2,16/12/2015,Test/SIT,Defect,20/12/2015 23:30,21/12/2015,Coding Issue
427,Deferred,[TM3_Reports] LIA Sales Report By LIA Defects,3,16/12/2015,Development,Defect,29/12/2015 10:55,29/12/2015,Build & Configuration Related Issue
428,Ready to Retest,[TM3_Reports] LIA Sales Report By Policy Defects,3,16/12/2015,Development,Defect,29/12/2015 10:56,,Test Data Issue - Invalid Test Data
429,Deferred,[TM3_Reports] New Business Reports Defects,3,16/12/2015,Development,Defect,12/1/2016 18:54,12/1/2016,Environment Issue
430,Closed,[TM3 PI&C] - Created policies display error in Policy Admin,3,16/12/2015,Test/SIT,Watch List,29/12/2015 10:57,29/12/2015,Test Data Issue - Invalid Test Data
431,Closed,[TM3_Reports] : Credit Card reconciliation header is not correct,3,16/12/2015,Development,Defect,5/1/2016 12:50,5/1/2016,Coding Issue
432,Closed,[TM3_Reports] : Policy Suspense Amount -  header is not correct,3,16/12/2015,Development,Defect,4/1/2016 9:16,29/12/2015,Coding Issue
433,Closed,[TM3_PI&C_Module] :Clarification: In the 'Asset Extension' value for 'Program' field is not displaying,4,16/12/2015,Test/SIT,Defect,29/12/2015 9:02,28/12/2015,Coding Issue
434,Open,[TM3_PI&C]: Field mismatch in the 'Contact Detail' section navigating from the 'Related Contacts',3,16/12/2015,Test/SIT,Defect,16/1/2016 9:31,,
435,Closed,[TM3 Issuance confirmation] : STEM policy not displaying deductible amount,3,16/12/2015,Test/SIT,Defect,30/12/2015 20:41,30/12/2015,Coding Issue
436,Closed,[TM3_Q&I] : PrimaryInd on the contacts object (email and phone) not maintained properly,2,16/12/2015,Test/SIT,Defect,29/12/2015 12:04,29/12/2015,Coding Issue
437,Closed,[TM3 Issuance Confirmation] - STEM Family breakdown display,4,16/12/2015,Test/SIT,Defect,30/12/2015 20:42,30/12/2015,Coding Issue
438,Closed,[TM3 Issuance Confirmation] - STEM Family premium multiplier missing,3,16/12/2015,Test/SIT,Defect,7/1/2016 22:46,8/1/2016,Coding Issue
439,Closed,[TM3_Q&I] - Step 1 - Plan Selector for Emergency Medical Top Up does not display entry fields,3,16/12/2015,Test/SIT,Defect,29/12/2015 11:55,29/12/2015,Build & Configuration Related Issue
440,Closed,[TM3_PI&C] Insured DOB should not be changed in such a way that triggers medical questionnaire,2,16/12/2015,Test/SIT,Defect,29/12/2015 3:44,21/12/2015,Coding Issue
441,Closed,[TM3_PI&C] Premium amount is not as expected after changing the policy details for Single Trip All Inclusive Plan,2,17/12/2015,Test/SIT,Defect,30/12/2015 1:22,30/12/2015,Requirement Issue - Ambiguous/Unclear Requirement
442,Closed,[TM3_PI&C_Module_Age]: System is not displaying any error message when family max age>59 for OCM-STTCEM and VTC Plan A,3,17/12/2015,Test/SIT,Defect,13/1/2016 5:42,13/1/2016,Coding Issue
443,Closed,"[TM3_Accounting_Module] : ""BatchID"" column is getting displayed as 2141 instead pf showing BatchProcessingDate",3,17/12/2015,Test/SIT,Defect,13/1/2016 1:58,13/1/2016,Design Issue
444,Closed,[TM3_PI&C] User is able to change the deductible amount for Single TRIP Travel Canada Emergency Medical Plan,2,17/12/2015,Test/SIT,Defect,7/1/2016 3:00,7/1/2016,Coding Issue
445,Closed,[TM3_Q&I_Age] Medical Questionnaire shown from Age 56 for Multi Trip All Inclusive Plan.,3,17/12/2015,Test/SIT,Defect,27/12/2015 21:31,28/12/2015,Build & Configuration Related Issue
446,Retested,[TM3_Q&I] Not able to Retrieve a Saved Quote,2,17/12/2015,Test/SIT,Defect,17/1/2016 22:04,,Build & Configuration Related Issue
447,Closed,[TM3_Q&I] Error shown as 'Please contact Admin' after Step 5,1,17/12/2015,Test/SIT,Defect,24/12/2015 1:59,24/12/2015,Build & Configuration Related Issue
448,Duplicate,"[TM3_Accounting_Module] : No Entry found in GLTag table where TagName is ""Legal""",2,17/12/2015,Test/SIT,Defect,7/1/2016 2:17,7/1/2016,Database Issue
449,Closed,[TM3_PI&C] New premium amount is not being displayed after policy change for Visitors to Canada Plan B,2,17/12/2015,Test/SIT,Defect,30/12/2015 2:33,30/12/2015,Coding Issue
450,Closed,[TM3 Issuance Confirmation] - VTC A Family - Premium on web is different from confirmation,2,16/12/2015,Test/SIT,Defect,14/1/2016 12:22,14/1/2016,Coding Issue
451,Fixed,[TM3_Q&I_UX] : Destination info added to the bottom on step 4 page - Page Display,4,17/12/2015,Test/SIT,Defect,22/1/2016 2:51,14/1/2016,Coding Issue
452,Closed,[TM3 Issuance Confirmation] : Secondary phone missing from correspondence page,3,17/12/2015,Development,Defect,28/12/2015 20:17,28/12/2015,Coding Issue
453,Closed,[TM3_Migration] Data Mismatch is observed for policy no 5A0080932I between wynsure and INST_TRIP_D1 Database.,2,17/12/2015,Development,Defect,7/1/2016 11:31,28/12/2015,Coding Issue
454,Closed,[TM3_Migration] Data Mismatch is observed for policy no 5a0081496o  between wynsure and INST_TRIP_D1 Database.,2,17/12/2015,Development,Defect,13/1/2016 22:26,14/1/2016,Coding Issue
455,Closed,[TM3_PI&C] System is not showing error while Coverage Start Date is more than 365 days from Purchase Date,3,18/12/2015,Test/SIT,Defect,23/12/2015 4:41,23/12/2015,Coding Issue
456,Closed,[TM3_Migration] Inactive Policies are also present in Policy table for '5A' policies  in INST_TRIP_D1 Database.,2,18/12/2015,Development,Defect,7/1/2016 11:31,28/12/2015,Coding Issue
457,Closed,[TM3_PI&C_Module]: User is not able to select a date before year 2014 for the 'Birthdate' field from calendar in the 'Quote Contact Role Edit' screen,4,18/12/2015,Test/SIT,Defect,22/12/2015 22:35,23/12/2015,Environment Issue
458,Closed,"[TM3_Q&I] Age is shown as ""NULL"" in Trip DB",2,18/12/2015,Test/SIT,Defect,14/1/2016 2:20,14/1/2016,Coding Issue
459,Closed,[TM3_Migration] Data Mismatch is observed for policy no 5A80776B between wynsure and INST_TRIP_D1 Database.,2,18/12/2015,Development,Defect,13/1/2016 12:52,13/1/2016,Coding Issue
460,Closed,"[TM3_Accounting_Module] : for Manual Accounting Entries, MISC1 column is showing Blank in GLLawsonDetails Page",3,18/12/2015,Test/SIT,Defect,13/1/2016 9:04,13/1/2016,Coding Issue
461,Closed,"[TM3_Accounting_Module] : NULL value is showing instead of Blank in GLLawsonDetails Table for Columns : CostCenter, OLDACCT",3,18/12/2015,Test/SIT,Defect,7/1/2016 21:37,8/1/2016,Build & Configuration Related Issue
462,Closed,[TM3_MIGRATION] Data mismatch in Booking Table in DistributorId column.,3,18/12/2015,Development,Defect,7/1/2016 11:31,28/12/2015,Coding Issue
